CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Has_Revolving_Balance,Engagement_Score,Value_Score,Engagement_Band,Value_Band,Tenure_Band,Age_Band,Balance_Band,Product_Band,Retention_Priority,Cross_Sell_Opportunity,churn_probability,risk_band,best_model
798962058,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,30,3,3,3,3103.0,2399,704.0,0.581,1836,48,0.655,0.773,0,1,0.3056,0.1988,Low,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.06195676669890489,Low,Gradient Boosting
718970058,Existing Customer,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,0,1,0.2704,0.6094,Low,High,25-36,31-40,20k+,5-6,"High Value, At Risk",Low Priority,0.005370908570431937,Low,Gradient Boosting
713021208,Attrited Customer,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,1,0,0.2763,0.5862,Low,High,25-36,51-60,20k+,1-2,"High Value, At Risk",High Potential,0.937574967765047,High,Gradient Boosting
810856833,Existing Customer,45,M,4,College,Unknown,$120K +,Blue,40,3,2,2,11962.0,1025,10937.0,0.694,1907,52,0.926,0.086,0,1,0.367,0.3333,Medium,Medium,37-48,41-50,10k-20k,3-4,Lower Priority,Low Priority,0.0113595942042259,Low,Gradient Boosting
787868958,Existing Customer,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067,0,1,0.3732,0.4093,Medium,High,25-36,31-40,10k-20k,5-6,Loyal / Upsell,Low Priority,0.00902681056215961,Low,Gradient Boosting
708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,0,1,0.4808,0.3317,High,Medium,25-36,41-50,5k-10k,5-6,Lower Priority,Low Priority,0.0032206742514514137,Low,Gradient Boosting
708174708,Existing Customer,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231,0,1,0.2958,0.299,Low,Medium,25-36,31-40,5k-10k,5-6,Monitor,Low Priority,0.009189419587515258,Low,Gradient Boosting
708735183,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,22,4,3,3,2544.0,1848,696.0,0.804,2289,49,0.441,0.726,0,1,0.3167,0.2096,Low,Low,0-24,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.19006623632414366,Low,Gradient Boosting
708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762,0,1,0.3319,0.2421,Low,Low,37-48,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.07092238280545418,Low,Gradient Boosting
778943883,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,0.909,0.026,0,1,0.3095,0.6711,Low,High,25-36,51-60,20k+,5-6,"High Value, At Risk",Low Priority,0.009944778015527442,Low,Gradient Boosting
788810658,Existing Customer,37,F,1,College,Single,Unknown,Blue,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0,0,0.3737,0.2748,Medium,Medium,0-24,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.02727588937899341,Low,Gradient Boosting
789050883,Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0,0,0.3397,0.2497,Low,Low,0-24,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.21248286863770818,Low,Gradient Boosting
714531108,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0,1,0.3209,0.2541,Low,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.015500127351294085,Low,Gradient Boosting
711635358,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,26,6,1,2,7291.0,2517,4774.0,0.83,2198,56,0.697,0.345,0,1,0.416,0.3272,Medium,Medium,25-36,31-40,5k-10k,5-6,Lower Priority,Low Priority,0.0912177071133032,Low,Gradient Boosting
803648508,Existing Customer,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,0,1,0.3203,0.3738,Low,High,37-48,41-50,10k-20k,3-4,"High Value, At Risk",Low Priority,0.1101965600552141,Low,Gradient Boosting
813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275,0,1,0.2463,0.309,Low,Medium,49+,60+,5k-10k,3-4,Monitor,Low Priority,0.026744512521498193,Low,Gradient Boosting
805261983,Existing Customer,35,F,4,Unknown,Married,Less than $40K,Blue,30,6,3,4,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0,1,0.3408,0.271,Low,Medium,25-36,31-40,<2.5k,5-6,Monitor,Low Priority,0.013096870964108522,Low,Gradient Boosting
715206408,Existing Customer,31,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0,0,0.4541,0.3041,Medium,Medium,0-24,31-40,5k-10k,5-6,Lower Priority,Low Priority,0.005042741417067913,Low,Gradient Boosting
788684508,Existing Customer,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3,3,5846.0,1732,4114.0,0.611,2056,41,0.64,0.296,0,1,0.2922,0.2542,Low,Low,25-36,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.054797831191805715,Low,Gradient Boosting
737933883,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,0,1,0.3954,0.2615,Medium,Low,25-36,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.011419008271028349,Low,Gradient Boosting
768655158,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0,1,0.3069,0.2333,Low,Low,0-24,18-30,5k-10k,3-4,Lower Priority,Low Priority,0.10769167936847505,Low,Gradient Boosting
774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.357,0.531,0,1,0.2908,0.3218,Low,Medium,49+,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.13960359943296377,Low,Gradient Boosting
713104458,Attrited Customer,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0,1,0,0.1985,0.2491,Low,Low,25-36,41-50,5k-10k,3-4,Lower Priority,Low Priority,0.9550483038517298,High,Gradient Boosting
715462008,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,35,6,3,2,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117,0,1,0.3285,0.4786,Low,High,25-36,41-50,10k-20k,5-6,"High Value, At Risk",Low Priority,0.14018242498898106,Low,Gradient Boosting
715366083,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68,1,1,0.2844,0.1484,Low,Low,25-36,51-60,<2.5k,1-2,Lower Priority,Low Priority,0.9673015286783699,High,Gradient Boosting
712322058,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,0,1,0.405,0.2645,Medium,Low,25-36,31-40,<2.5k,5-6,Lower Priority,Low Priority,0.033542108213171815,Low,Gradient Boosting
719737833,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,36,4,2,2,6370.0,0,6370.0,0.855,1783,40,0.667,0.0,0,0,0.3345,0.2763,Low,Medium,25-36,41-50,5k-10k,3-4,Monitor,Low Priority,0.13997238858387903,Low,Gradient Boosting
789530208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92,0,1,0.3238,0.2941,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.21101138364536517,Low,Gradient Boosting
717885183,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,0,1,0.4837,0.2729,High,Medium,25-36,31-40,2.5k-5k,5-6,Lower Priority,Low Priority,0.015639445633110136,Low,Gradient Boosting
716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125,1,1,0.251,0.2319,Low,Low,25-36,41-50,5k-10k,1-2,Lower Priority,Low Priority,0.9314382020379576,High,Gradient Boosting
711614658,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,30,6,3,3,2258.0,1338,920.0,0.86,2511,55,0.774,0.593,0,1,0.336,0.2738,Low,Medium,25-36,31-40,<2.5k,5-6,Monitor,Low Priority,0.05915159916085773,Low,Gradient Boosting
804598908,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316,0,1,0.3491,0.2408,Low,Low,25-36,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.11123019710760113,Low,Gradient Boosting
719161683,Existing Customer,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0,1,0.3412,0.257,Low,Low,49+,60+,2.5k-5k,3-4,Lower Priority,Low Priority,0.01937106092175494,Low,Gradient Boosting
719327808,Existing Customer,52,F,2,Uneducated,Married,Unknown,Blue,36,5,1,2,4006.0,2517,1489.0,0.557,1157,34,0.619,0.628,0,1,0.3409,0.2603,Low,Low,25-36,51-60,2.5k-5k,5-6,Lower Priority,Low Priority,0.030762429817995207,Low,Gradient Boosting
714038433,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611,0,1,0.4705,0.2243,High,Low,0-24,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.004117870420060379,Low,Gradient Boosting
710129283,Existing Customer,45,F,4,Uneducated,Married,Unknown,Blue,26,4,3,1,16317.0,0,16317.0,0.742,2944,71,0.972,0.0,0,0,0.4179,0.4069,Medium,High,25-36,41-50,10k-20k,3-4,Loyal / Upsell,Low Priority,0.007659372074313483,Low,Gradient Boosting
709367433,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0,1,0.3672,0.166,Medium,Low,0-24,18-30,<2.5k,3-4,Lower Priority,Low Priority,0.05837883216553169,Low,Gradient Boosting
719729433,Existing Customer,65,F,1,Graduate,Married,Less than $40K,Blue,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,0,1,0.4098,0.3327,Medium,Medium,49+,60+,5k-10k,3-4,Lower Priority,Low Priority,0.0232827659202703,Low,Gradient Boosting
717192933,Existing Customer,55,M,0,Graduate,Married,$120K +,Blue,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303,0,1,0.3321,0.2838,Low,Medium,37-48,51-60,5k-10k,3-4,Monitor,Low Priority,0.03236411690116665,Low,Gradient Boosting
711734508,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,47,3,3,3,9959.0,1209,8750.0,0.548,1584,28,0.273,0.121,0,1,0.2505,0.3145,Low,Medium,37-48,51-60,5k-10k,3-4,Monitor,Low Priority,0.06219187443514908,Low,Gradient Boosting
715153158,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3,4,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518,0,1,0.4128,0.2807,Medium,Medium,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.005068864588200676,Low,Gradient Boosting
712149033,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,46,5,1,1,5184.0,1856,3328.0,0.553,1834,55,0.571,0.358,0,1,0.4232,0.3045,Medium,Medium,37-48,51-60,5k-10k,5-6,Lower Priority,Low Priority,0.006668825088799375,Low,Gradient Boosting
713901108,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,6,1,4,14575.0,0,14575.0,1.251,3444,80,0.702,0.0,0,0,0.4667,0.4477,High,High,25-36,31-40,10k-20k,5-6,Loyal / Upsell,Low Priority,0.0029185090769125923,Low,Gradient Boosting
719415858,Existing Customer,29,M,0,College,Divorced,Unknown,Blue,15,6,3,2,3107.0,1720,1387.0,0.661,2460,71,0.69,0.554,0,1,0.392,0.2572,Medium,Low,0-24,18-30,2.5k-5k,5-6,Lower Priority,Low Priority,0.006550142083151287,Low,Gradient Boosting
719385558,Existing Customer,62,F,0,College,Married,$40K - $60K,Blue,49,6,1,2,1438.3,0,1438.3,0.757,1281,32,1.0,0.0,0,0,0.3382,0.277,Low,Medium,49+,60+,<2.5k,5-6,Monitor,Low Priority,0.024226796861482033,Low,Gradient Boosting
779528658,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,25,4,3,3,3092.0,1115,1977.0,0.802,2133,41,0.783,0.361,0,1,0.2936,0.2196,Low,Low,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.18224450950877472,Low,Gradient Boosting
721508283,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,1,8322.0,0,8322.0,0.86,3700,62,1.0,0.0,0,0,0.4428,0.3328,Medium,Medium,25-36,41-50,5k-10k,3-4,Lower Priority,Low Priority,0.028428698914824406,Low,Gradient Boosting
757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110.0,1229,8881.0,0.65,4063,74,0.48,0.122,0,1,0.4299,0.387,Medium,High,25-36,41-50,10k-20k,5-6,Loyal / Upsell,Low Priority,0.006034531226059532,Low,Gradient Boosting
797753283,Existing Customer,34,F,1,High School,Married,Less than $40K,Blue,28,4,3,4,2707.0,2036,671.0,0.827,1926,33,0.941,0.752,0,1,0.2529,0.2166,Low,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.018337933166783373,Low,Gradient Boosting
807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,0,1,0.3818,0.2546,Medium,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.028906008912252094,Low,Gradient Boosting
711416958,Existing Customer,33,F,2,Graduate,Single,Unknown,Blue,21,3,3,2,5795.0,0,5795.0,0.746,2322,65,0.585,0.0,0,0,0.3743,0.2257,Medium,Low,0-24,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.05351098119500656,Low,Gradient Boosting
780865308,Existing Customer,40,M,4,Uneducated,Married,$80K - $120K,Blue,23,6,3,2,9760.0,1657,8103.0,1.134,4542,86,0.87,0.17,0,1,0.4692,0.392,High,High,0-24,31-40,5k-10k,5-6,Loyal / Upsell,Low Priority,0.0033342832457988105,Low,Gradient Boosting
708423933,Existing Customer,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,3,2,0,6103.0,0,6103.0,0.532,3203,64,0.829,0.0,0,0,0.4551,0.278,Medium,Medium,37-48,51-60,5k-10k,3-4,Lower Priority,Low Priority,0.018728057055355574,Low,Gradient Boosting
714321408,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,56,6,2,2,2246.0,1326,920.0,0.543,1429,32,0.455,0.59,0,1,0.3076,0.3025,Low,Medium,49+,60+,<2.5k,5-6,Monitor,Low Priority,0.009586756241449633,Low,Gradient Boosting
771852483,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,35,6,3,4,4930.0,0,4930.0,1.019,3343,77,0.638,0.0,0,0,0.3905,0.331,Medium,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.010320923808813906,Low,Gradient Boosting
708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352,0,1,0.3495,0.2026,Low,Low,0-24,18-30,2.5k-5k,3-4,Lower Priority,Low Priority,0.005258920532418851,Low,Gradient Boosting
714920208,Existing Customer,37,F,1,High School,Unknown,Less than $40K,Blue,30,3,5,0,3003.0,1810,1193.0,0.719,3148,68,0.789,0.603,0,1,0.3642,0.2188,Medium,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.004710818387762489,Low,Gradient Boosting
789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,4,3,3,2318.0,2069,249.0,1.399,2689,57,0.781,0.893,0,1,0.3444,0.2185,Low,Low,25-36,31-40,<2.5k,3-4,Lower Priority,Low Priority,0.011248654911725293,Low,Gradient Boosting
713237958,Existing Customer,34,M,0,Graduate,Married,$40K - $60K,Blue,17,4,1,4,2638.0,2092,546.0,0.591,1868,43,0.344,0.793,0,1,0.3436,0.1951,Low,Low,0-24,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.027745209441259296,Low,Gradient Boosting
715956258,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,2004.0,0,2004.0,0.681,1974,60,0.364,0.0,0,0,0.3551,0.1975,Low,Low,25-36,31-40,<2.5k,3-4,Lower Priority,Low Priority,0.13145798470296055,Low,Gradient Boosting
769196433,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,49,4,1,1,2414.0,2276,138.0,0.567,2000,62,0.59,0.943,0,1,0.444,0.2514,Medium,Low,49+,51-60,<2.5k,3-4,Lower Priority,Low Priority,0.007052967116822541,Low,Gradient Boosting
778942233,Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,45,5,2,4,1438.3,648,790.3,0.477,1267,27,1.077,0.451,0,1,0.2586,0.2447,Low,Low,37-48,51-60,<2.5k,5-6,Lower Priority,Low Priority,0.024368669961772046,Low,Gradient Boosting
708651933,Existing Customer,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,2043.0,1928,115.0,0.791,2311,57,0.839,0.944,0,1,0.4206,0.2177,Medium,Low,37-48,51-60,<2.5k,3-4,Lower Priority,Low Priority,0.011636838745370914,Low,Gradient Boosting
720467583,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,3,3,2,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073,0,1,0.3935,0.657,Medium,High,37-48,51-60,20k+,3-4,Loyal / Upsell,Low Priority,0.03313625881161213,Low,Gradient Boosting
716549058,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,3111.0,2290,821.0,1.612,1998,41,0.464,0.736,0,1,0.3577,0.2123,Low,Low,25-36,41-50,2.5k-5k,3-4,Lower Priority,Low Priority,0.03225891935247943,Low,Gradient Boosting
713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585.0,1207,1378.0,0.44,1590,33,0.32,0.467,0,1,0.2465,0.2952,Low,Medium,37-48,51-60,2.5k-5k,5-6,Monitor,Low Priority,0.05739192840056478,Low,Gradient Boosting
787463508,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,1,1,0.2365,0.1971,Low,Low,0-24,18-30,<2.5k,5-6,Lower Priority,Low Priority,0.9190973767740617,High,Gradient Boosting
710256708,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,0,1,0.4534,0.3148,Medium,Medium,0-24,18-30,5k-10k,5-6,Lower Priority,Low Priority,0.006160429661647847,Low,Gradient Boosting
708980283,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,0,1,0.3797,0.256,Medium,Low,0-24,31-40,2.5k-5k,5-6,Lower Priority,Low Priority,0.05305845703819915,Low,Gradient Boosting
719484408,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,4759.0,1459,3300.0,1.24,2903,57,0.9,0.307,0,1,0.3652,0.3234,Medium,Medium,25-36,31-40,2.5k-5k,5-6,Lower Priority,Low Priority,0.006320589754091154,Low,Gradient Boosting
710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0,1,0.3822,0.5776,Medium,High,25-36,31-40,20k+,5-6,Loyal / Upsell,Low Priority,0.0072352417944821,Low,Gradient Boosting
789101883,Existing Customer,32,M,3,Unknown,Single,$120K +,Blue,20,6,2,2,14244.0,1673,12571.0,0.699,2729,66,0.535,0.117,0,1,0.4179,0.4157,Medium,High,0-24,31-40,10k-20k,5-6,Loyal / Upsell,Low Priority,0.0071018635206522495,Low,Gradient Boosting
778381608,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.533,0.063,1,1,0.2826,0.2393,Low,Low,25-36,41-50,5k-10k,3-4,Lower Priority,Low Priority,0.6712775743399813,High,Gradient Boosting
787492908,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,34,5,3,2,23381.0,905,22476.0,0.645,4357,73,0.521,0.039,0,1,0.433,0.5613,Medium,High,25-36,41-50,20k+,5-6,Loyal / Upsell,Low Priority,0.00437580852418921,Low,Gradient Boosting
709932558,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,26,5,3,2,3471.0,2517,954.0,0.743,1771,34,0.889,0.725,0,1,0.2858,0.2454,Low,Low,25-36,31-40,2.5k-5k,5-6,Lower Priority,Low Priority,0.02544237751918598,Low,Gradient Boosting
780219483,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,51,4,2,1,2250.0,1041,1209.0,0.678,1339,28,0.867,0.463,0,1,0.3125,0.2421,Low,Low,49+,60+,<2.5k,3-4,Lower Priority,Low Priority,0.006210370588608467,Low,Gradient Boosting
708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,5,3,2,15965.0,2312,13653.0,0.59,1619,40,0.538,0.145,0,1,0.298,0.4541,Low,High,49+,60+,10k-20k,5-6,"High Value, At Risk",Low Priority,0.021480848322453058,Low,Gradient Boosting
715143333,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.0,1578,7855.0,0.66,3910,81,0.653,0.167,0,1,0.478,0.4007,High,High,25-36,41-50,5k-10k,5-6,Loyal / Upsell,Low Priority,0.004371890833434843,Low,Gradient Boosting
801048483,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,28,4,3,3,9180.0,1814,7366.0,0.628,2646,49,0.633,0.198,0,1,0.3235,0.3126,Low,Medium,25-36,31-40,5k-10k,3-4,Monitor,Low Priority,0.11513781497645557,Low,Gradient Boosting
711913833,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818.0,1437,7381.0,0.649,1865,31,0.938,0.163,0,1,0.28,0.3095,Low,Medium,25-36,31-40,5k-10k,3-4,Monitor,Low Priority,0.012061234453699658,Low,Gradient Boosting
715413483,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,4066.0,1028,3038.0,0.972,3888,77,0.604,0.253,0,1,0.4842,0.3054,High,Medium,25-36,41-50,2.5k-5k,5-6,Lower Priority,Low Priority,0.0035867768322693947,Low,Gradient Boosting
715750758,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,0,1,0.3685,0.358,Medium,High,25-36,51-60,5k-10k,5-6,Loyal / Upsell,Low Priority,0.003232070659803312,Low,Gradient Boosting
714062958,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,0,1,0.4428,0.3846,Medium,High,25-36,31-40,5k-10k,5-6,Loyal / Upsell,Low Priority,0.010775333117674372,Low,Gradient Boosting
710458758,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,0,1,0.215,0.2934,Low,Medium,49+,60+,2.5k-5k,5-6,Monitor,Low Priority,0.038372682225434156,Low,Gradient Boosting
719494983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0,1,0.2986,0.2449,Low,Low,0-24,18-30,2.5k-5k,5-6,Lower Priority,Low Priority,0.047559455502810634,Low,Gradient Boosting
710586483,Attrited Customer,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152.0,0,6152.0,0.391,968,23,0.533,0.0,1,0,0.2429,0.1441,Low,Low,0-24,18-30,5k-10k,1-2,Lower Priority,Low Priority,0.9962532178087928,High,Gradient Boosting
772637058,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,24,3,1,4,8167.0,1740,6427.0,1.455,2141,51,0.7,0.213,0,1,0.369,0.2591,Medium,Low,0-24,31-40,5k-10k,3-4,Lower Priority,Low Priority,0.006698123338254338,Low,Gradient Boosting
718229133,Existing Customer,51,M,2,College,Married,$120K +,Blue,41,6,2,4,23742.0,0,23742.0,0.769,3783,57,0.676,0.0,0,0,0.3818,0.5941,Medium,High,37-48,51-60,20k+,5-6,Loyal / Upsell,Low Priority,0.06512046255985655,Low,Gradient Boosting
718423533,Existing Customer,57,M,3,College,Unknown,$60K - $80K,Blue,50,6,3,4,16791.0,1181,15610.0,0.55,2983,74,0.682,0.07,0,1,0.3761,0.5066,Medium,High,49+,51-60,10k-20k,5-6,Loyal / Upsell,Low Priority,0.005726004368657905,Low,Gradient Boosting
781089708,Existing Customer,30,M,0,Graduate,Divorced,$80K - $120K,Blue,23,6,1,2,26783.0,1285,25498.0,0.59,2495,46,0.769,0.048,0,1,0.3964,0.5807,Medium,High,0-24,18-30,20k+,5-6,Loyal / Upsell,Low Priority,0.042803201571844786,Low,Gradient Boosting
773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,0,1,0.2729,0.4935,Low,High,25-36,31-40,20k+,3-4,"High Value, At Risk",Low Priority,0.024999224251620867,Low,Gradient Boosting
815288583,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815.0,1591,3224.0,1.409,2501,36,0.714,0.33,0,1,0.3047,0.2266,Low,Low,25-36,31-40,2.5k-5k,3-4,Lower Priority,Low Priority,0.03608571204273346,Low,Gradient Boosting
720431433,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,36,5,2,2,3198.0,2308,890.0,0.724,1402,35,0.842,0.722,0,1,0.3147,0.2537,Low,Low,25-36,60+,2.5k-5k,5-6,Lower Priority,Low Priority,0.0052291503015946435,Low,Gradient Boosting
